unique_id,yt_id,shot_id,start,end,audio_description,file_path
457,fr93wwtiKQM,4,85.85129802124885,91.78674093161897,"There among candelabras, books and rugs tied with string is a humble wooden sled.",fr93wwtiKQM/457_fr93wwtiKQM_4.mp4
458,fr93wwtiKQM,5,97.64010815498972,99.64010815498972,A man arrives and picks it up.,fr93wwtiKQM/458_fr93wwtiKQM_5.mp4
459,fr93wwtiKQM,6,110.79759479834836,116.43040327364672,"Raymond is standing near a gigantic furnace, while men in overalls throw Kane's possessions into it.",fr93wwtiKQM/459_fr93wwtiKQM_6.mp4
460,fr93wwtiKQM,7,120.13125802504736,122.13125802504736,The sled lands on a better flame.,fr93wwtiKQM/460_fr93wwtiKQM_7.mp4
461,fr93wwtiKQM,8,122.38388399802776,126.49349929018152,It's decorated with a solitary flower and the word rosebud.,fr93wwtiKQM/461_fr93wwtiKQM_8.mp4
462,fr93wwtiKQM,9,131.21940656104232,136.97547343208154,"As the flames lick round it, the paint melts away and Rosebud is lost forever.",fr93wwtiKQM/462_fr93wwtiKQM_9.mp4
633,lz98akbX_NE,0,6.885486339779376,9.46526173639162,"The kitten bristles, fixing its eyes on a stairway.",lz98akbX_NE/633_lz98akbX_NE_0.mp4
634,lz98akbX_NE,1,10.025995559522205,12.845657083677116,"As Alice watches with a puzzled look, the kitten bolts.",lz98akbX_NE/634_lz98akbX_NE_1.mp4
635,lz98akbX_NE,2,15.225527374004182,17.785312259988363,Alice shrugs with a nervous smile and turns off the light.,lz98akbX_NE/635_lz98akbX_NE_2.mp4
636,lz98akbX_NE,3,18.444999110729903,21.76442340059867,"In the darkness, she moves toward the open doorway where the stairs end.",lz98akbX_NE/636_lz98akbX_NE_3.mp4
637,lz98akbX_NE,4,25.644581513597565,29.344825030939347,"Cautiously, she steps closer, eyeing the stairway's tiled wall.",lz98akbX_NE/637_lz98akbX_NE_4.mp4
638,lz98akbX_NE,5,38.642411524271566,42.10276891407113,Something at the top of the stairs throws a low slinking shadow.,lz98akbX_NE/638_lz98akbX_NE_5.mp4
639,lz98akbX_NE,6,45.44320853429175,47.44320853429175,She swims to the center.,lz98akbX_NE/639_lz98akbX_NE_6.mp4
640,lz98akbX_NE,7,47.323290764713256,51.2844104457574,Reflected light from the water shimmers on the pool room's dark ceiling and walls.,lz98akbX_NE/640_lz98akbX_NE_7.mp4
641,lz98akbX_NE,8,55.70531187125836,57.98522960844284,An enormous shadow skims across a wall.,lz98akbX_NE/641_lz98akbX_NE_8.mp4
642,lz98akbX_NE,9,62.44611205520084,64.64706727540242,"Treading water, Alice scans the poolside.",lz98akbX_NE/642_lz98akbX_NE_9.mp4
643,lz98akbX_NE,10,73.44691534827643,75.44691534827643,Her eyes dart around the cavernous room.,lz98akbX_NE/643_lz98akbX_NE_10.mp4
644,lz98akbX_NE,11,75.28754161439886,77.28754161439886,She looks about her.,lz98akbX_NE/644_lz98akbX_NE_11.mp4
645,lz98akbX_NE,12,80.29863757201477,83.48012733854625,The flickering light grows briefly dim as something passes.,lz98akbX_NE/645_lz98akbX_NE_12.mp4
646,lz98akbX_NE,13,88.01200139222786,90.01200139222786,Alice whips around.,lz98akbX_NE/646_lz98akbX_NE_13.mp4
647,lz98akbX_NE,14,89.66271780737915,91.66271780737917,A dark form lurks in the corner.,lz98akbX_NE/647_lz98akbX_NE_14.mp4
648,lz98akbX_NE,15,98.94578588631308,101.68648489348554,"Unharmed, Alice treads faster, churning up bubbles.",lz98akbX_NE/648_lz98akbX_NE_15.mp4
649,lz98akbX_NE,16,102.58358435213351,104.58358435213351,up in the lobby.,lz98akbX_NE/649_lz98akbX_NE_16.mp4
650,lz98akbX_NE,17,111.00606094850863,113.2659881750646,The clerk and an elderly chambermaid hurry off.,lz98akbX_NE/650_lz98akbX_NE_17.mp4
651,lz98akbX_NE,18,113.70677893442408,116.08764875028275,"From the pool, Alice sees a woman's silhouette.",lz98akbX_NE/651_lz98akbX_NE_18.mp4
652,lz98akbX_NE,19,118.76837622556924,121.2282085584108,Irina flips on the lights and smiles with amusement.,lz98akbX_NE/652_lz98akbX_NE_19.mp4
653,lz98akbX_NE,20,124.76955281044847,126.76955281044847,The clerk and maid rush to the doorway.,lz98akbX_NE/653_lz98akbX_NE_20.mp4
654,lz98akbX_NE,21,137.58097130951134,139.58097130951134,They turn to go.,lz98akbX_NE/654_lz98akbX_NE_21.mp4
655,lz98akbX_NE,22,144.93195653619705,147.5527124795984,"As Alice swims to the ladder, Irina steps closer.",lz98akbX_NE/655_lz98akbX_NE_22.mp4
656,lz98akbX_NE,23,160.74045234124355,164.44169538411697,"Irena smiles coyly and leaves, passing the desk clerk on her way out.",lz98akbX_NE/656_lz98akbX_NE_23.mp4
657,lz98akbX_NE,24,164.92146763920184,167.16240388066046,The blond-haired clerk watches Irena go.,lz98akbX_NE/657_lz98akbX_NE_24.mp4
658,lz98akbX_NE,25,167.55324365764102,169.55324365764102,Alice climbs out of the water.,lz98akbX_NE/658_lz98akbX_NE_25.mp4
659,lz98akbX_NE,26,177.89733338237693,179.89733338237693,The clerk gets it off the floor.,lz98akbX_NE/659_lz98akbX_NE_26.mp4
700,corlGzKJqAc,0,150.0834210539338,152.4832900329002,A young man trips and falls onto his string bass.,corlGzKJqAc/700_corlGzKJqAc_0.mp4
701,corlGzKJqAc,1,153.01306907176237,155.01306907176237,"At the window, a woman frowns.",corlGzKJqAc/701_corlGzKJqAc_1.mp4
822,2H7XknY3PMA,0,21.21850083826028,23.21850083826028,The leash gives and Lassie trots off.,2H7XknY3PMA/822_2H7XknY3PMA_0.mp4
823,2H7XknY3PMA,1,25.37954664106348,27.37954664106348,Lassie faces him.,2H7XknY3PMA/823_2H7XknY3PMA_1.mp4
824,2H7XknY3PMA,2,40.47508498237168,42.47508498237168,Lassie backs away apprehensively.,2H7XknY3PMA/824_2H7XknY3PMA_2.mp4
825,2H7XknY3PMA,3,45.75787355085112,47.75787355085112,She bolts.,2H7XknY3PMA/825_2H7XknY3PMA_3.mp4
826,2H7XknY3PMA,4,48.93964391784333,50.93964391784333,She takes off through the landscaped woods.,2H7XknY3PMA/826_2H7XknY3PMA_4.mp4
827,2H7XknY3PMA,5,51.41030667034776,56.213205285596864,"As Heinz runs after her, Lassie bounds over stone pants, gaining a 20-foot lead.",2H7XknY3PMA/827_2H7XknY3PMA_5.mp4
828,2H7XknY3PMA,6,56.73308606826327,58.99456747286192,Heinz slides on his bottom down a short hill.,2H7XknY3PMA/828_2H7XknY3PMA_6.mp4
829,2H7XknY3PMA,7,71.35100461907766,73.35100461907766,She darts under a stone archway.,2H7XknY3PMA/829_2H7XknY3PMA_7.mp4
830,2H7XknY3PMA,8,74.41203199112928,79.5528531151113,"At the entrance to the grounds, Priscilla unlatches a heavy iron gate as her grandfather waits on horseback.",2H7XknY3PMA/830_2H7XknY3PMA_8.mp4
831,2H7XknY3PMA,9,85.65345414555443,88.23386241490464,She opens the gate wide and Lassie runs through.,2H7XknY3PMA/831_2H7XknY3PMA_9.mp4
832,2H7XknY3PMA,10,89.59355061572464,94.11451388345064,"As Hines reaches the gate, Priscilla walks to the road and happily watches Lassie run free.",2H7XknY3PMA/832_2H7XknY3PMA_10.mp4
917,In_UKcRXzHs,0,2.968522425025484,4.968522425025484,Elaine rushes up from the cellar.,In_UKcRXzHs/917_In_UKcRXzHs_0.mp4
918,In_UKcRXzHs,1,30.422720556243103,32.42272055624311,His aunts wave as he leaves.,In_UKcRXzHs/918_In_UKcRXzHs_1.mp4
919,In_UKcRXzHs,2,74.41969201175871,76.41969201175871,He picks up Elaine.,In_UKcRXzHs/919_In_UKcRXzHs_2.mp4
941,1WRLqzGkzNw,0,26.27079061186216,28.27079061186216,He goes to the window.,1WRLqzGkzNw/941_1WRLqzGkzNw_0.mp4
942,1WRLqzGkzNw,1,31.59309672787641,33.593096727876414,She tosses her cigarette.,1WRLqzGkzNw/942_1WRLqzGkzNw_1.mp4
943,1WRLqzGkzNw,2,36.92497369824197,40.246412853349305,"As she fidgets in her seat, Walter closes the drapes.",1WRLqzGkzNw/943_1WRLqzGkzNw_2.mp4
944,1WRLqzGkzNw,3,56.07322990479,58.07322990479,He walks toward her.,1WRLqzGkzNw/944_1WRLqzGkzNw_3.mp4
945,1WRLqzGkzNw,4,58.88447620875243,60.88447620875243,She continues to point the gun at him.,1WRLqzGkzNw/945_1WRLqzGkzNw_4.mp4
946,1WRLqzGkzNw,5,71.54008679420397,73.54008679420397,She lowers the gun.,1WRLqzGkzNw/946_1WRLqzGkzNw_5.mp4
947,1WRLqzGkzNw,6,73.3909073146065,75.3909073146065,He approaches her.,1WRLqzGkzNw/947_1WRLqzGkzNw_6.mp4
948,1WRLqzGkzNw,7,75.2525034418027,77.2525034418027,and takes the gun away from her.,1WRLqzGkzNw/948_1WRLqzGkzNw_7.mp4
949,1WRLqzGkzNw,8,83.03437243603734,85.03437243603734,She puts her arms on his shoulders.,1WRLqzGkzNw/949_1WRLqzGkzNw_8.mp4
950,1WRLqzGkzNw,9,115.05305883203717,117.05305883203717,She hugs him closer to her.,1WRLqzGkzNw/950_1WRLqzGkzNw_9.mp4
951,1WRLqzGkzNw,10,118.97448532403138,120.97448532403138,She suddenly looks at him.,1WRLqzGkzNw/951_1WRLqzGkzNw_10.mp4
952,1WRLqzGkzNw,11,125.00667964717474,127.00667964717474,She collapses in his arms.,1WRLqzGkzNw/952_1WRLqzGkzNw_11.mp4
953,1WRLqzGkzNw,12,129.25822622650554,131.25822622650554,He places her on the couch.,1WRLqzGkzNw/953_1WRLqzGkzNw_12.mp4
984,_HoKFu0orAs,0,16.202999999999975,19.22499999999991,"Watching Paula out of the corner of her eye, Nancy leaves.",_HoKFu0orAs/984__HoKFu0orAs_0.mp4
985,_HoKFu0orAs,1,19.80499999999984,22.44699999999966,Paula raises her head to Gregory's accusing frown.,_HoKFu0orAs/985__HoKFu0orAs_1.mp4
986,_HoKFu0orAs,2,24.38799999999992,27.69699999999966,Give me that She lunges for the Bible and kisses it.,_HoKFu0orAs/986__HoKFu0orAs_2.mp4
987,_HoKFu0orAs,3,36.560999999999694,39.68199999999979,"Gregory arches his eyebrows in a cold, deadpan glare.",_HoKFu0orAs/987__HoKFu0orAs_3.mp4
988,_HoKFu0orAs,4,40.16249999999968,42.16249999999968,His lower lip twitches in irritation.,_HoKFu0orAs/988__HoKFu0orAs_4.mp4
989,_HoKFu0orAs,5,43.66399999999976,46.125,Paula bows her head and starts slowly toward the door.,_HoKFu0orAs/989__HoKFu0orAs_5.mp4
990,_HoKFu0orAs,6,46.784999999999854,53.08799999999974,"Staring straight ahead, as if in a trance, she leaves the room and starts upstairs with measured mechanical steps.",_HoKFu0orAs/990__HoKFu0orAs_6.mp4
991,_HoKFu0orAs,7,59.85500000000002,63.077999999999975,"When she reaches the landing, she turns the corner and stops.",_HoKFu0orAs/991__HoKFu0orAs_7.mp4
992,_HoKFu0orAs,8,63.16849999999977,65.16849999999977,Her shoulders sag.,_HoKFu0orAs/992__HoKFu0orAs_8.mp4
993,_HoKFu0orAs,9,65.19999999999982,70.20299999999997,"Without looking, she reaches behind a bronze statue and pulls out a small framed painting.",_HoKFu0orAs/993__HoKFu0orAs_9.mp4
994,_HoKFu0orAs,10,72.00499999999965,75.74799999999959,"Paula offers it to Gregory, her face blank with a stunned expression.",_HoKFu0orAs/994__HoKFu0orAs_10.mp4
995,_HoKFu0orAs,11,84.63499999999976,87.69699999999966,Paula stares at the painting and blinks in hurt and confusion.,_HoKFu0orAs/995__HoKFu0orAs_11.mp4
996,_HoKFu0orAs,12,114.23749999999995,116.23749999999995,Gregory leads her upstairs.,_HoKFu0orAs/996__HoKFu0orAs_12.mp4
997,_HoKFu0orAs,13,145.70899999999983,147.70899999999983,"Gregory pauses, then pulls away.",_HoKFu0orAs/997__HoKFu0orAs_13.mp4
998,_HoKFu0orAs,14,150.11149999999998,152.11149999999998,Paula sags against the banister.,_HoKFu0orAs/998__HoKFu0orAs_14.mp4
999,_HoKFu0orAs,15,154.3844999999999,156.3844999999999,She trails after him obediently.,_HoKFu0orAs/999__HoKFu0orAs_15.mp4
1002,Fp5iPmpZiNE,0,1.956391462490792,3.956391462490792,Paula follows him in.,Fp5iPmpZiNE/1002_Fp5iPmpZiNE_0.mp4
1003,Fp5iPmpZiNE,1,18.931068947965084,22.572058098000053,Brian cries it open with a letter opener and rummages through the drawers.,Fp5iPmpZiNE/1003_Fp5iPmpZiNE_1.mp4
1004,Fp5iPmpZiNE,2,22.872839700737423,24.872839700737423,Paula spots a piece of paper.,Fp5iPmpZiNE/1004_Fp5iPmpZiNE_2.mp4
1005,Fp5iPmpZiNE,3,25.193558011574623,27.193558011574623,Brian finds an empty pistol case.,Fp5iPmpZiNE/1005_Fp5iPmpZiNE_3.mp4
1006,Fp5iPmpZiNE,4,33.366044500686954,35.366044500686954,She unfolds the letter.,Fp5iPmpZiNE/1006_Fp5iPmpZiNE_4.mp4
1007,Fp5iPmpZiNE,5,62.91677646732786,66.33788705216693,Brian pulls the note given to him by Lady Delroy from his pocket.,Fp5iPmpZiNE/1007_Fp5iPmpZiNE_5.mp4
1008,Fp5iPmpZiNE,6,66.35782376026813,68.35782376026813,He compares the handwriting.,Fp5iPmpZiNE/1008_Fp5iPmpZiNE_6.mp4
1059,gI1_6ob3hio,0,8.212455439829338,10.972795608440611,"Mildred pulls up the shades, revealing a convertible coupe.",gI1_6ob3hio/1059_gI1_6ob3hio_0.mp4
1060,gI1_6ob3hio,1,18.145381317641544,20.145381317641544,Ida follows her to the desk.,gI1_6ob3hio/1060_gI1_6ob3hio_1.mp4
1061,gI1_6ob3hio,2,47.584179354093465,49.584179354093465,Vida enters with Maundy.,gI1_6ob3hio/1061_gI1_6ob3hio_2.mp4
1062,gI1_6ob3hio,3,63.17230599417464,65.17230599417464,She goes to Vida's chair.,gI1_6ob3hio/1062_gI1_6ob3hio_3.mp4
1063,gI1_6ob3hio,4,82.11301799157305,84.49358652221369,"Vida, in a tailored woman's suit, lights a cigarette.",gI1_6ob3hio/1063_gI1_6ob3hio_4.mp4
1064,gI1_6ob3hio,5,97.99636579694028,99.99636579694028,She holds a cigarette case.,gI1_6ob3hio/1064_gI1_6ob3hio_5.mp4
1065,gI1_6ob3hio,6,109.82925051683502,111.82925051683502,She kneels on a cushioned bench to look at it.,gI1_6ob3hio/1065_gI1_6ob3hio_6.mp4
1066,aKnvOP-1U00,0,0.4479160047706088,2.447916004770609,She stiffens and moves away from the window.,aKnvOP-1U00/1066_aKnvOP-1U00_0.mp4
1067,aKnvOP-1U00,1,98.87404317955335,102.43325309721256,"He pauses, one hand in his pocket and a cigarette dangling from his lips.",aKnvOP-1U00/1067_aKnvOP-1U00_1.mp4
1068,aKnvOP-1U00,2,102.95206249497798,104.95206249497798,Mildred sits down and opens a ledger book.,aKnvOP-1U00/1068_aKnvOP-1U00_2.mp4
1069,aKnvOP-1U00,3,116.03630569171858,118.03630569171858,"He glances at it, then folds it in half.",aKnvOP-1U00/1069_aKnvOP-1U00_3.mp4
1070,x4CEkYJNir0,0,24.606772408254297,28.42694042970484,"As she takes the check to her purse, Newgrid grips her by the arm and searches her eyes.",x4CEkYJNir0/1070_x4CEkYJNir0_0.mp4
1071,x4CEkYJNir0,1,116.7591007952549,118.7591007952549,Mildred charges toward her.,x4CEkYJNir0/1071_x4CEkYJNir0_1.mp4
1072,x4CEkYJNir0,2,125.19705433713992,127.19705433713992,Vida slaps Mildred down.,x4CEkYJNir0/1072_x4CEkYJNir0_2.mp4
1073,x4CEkYJNir0,3,127.99619155289383,131.57547509156757,Mildred pulls herself up on the stair railing and glares wide-eyed at her daughter.,x4CEkYJNir0/1073_x4CEkYJNir0_3.mp4
1074,x4CEkYJNir0,4,142.32931803839782,144.7891384206036,Vida's face hardens and she runs up the stairs.,x4CEkYJNir0/1074_x4CEkYJNir0_4.mp4
1231,yAmTu-R5MQM,0,59.52413029711167,61.52413029711167,The maid.,yAmTu-R5MQM/1231_yAmTu-R5MQM_0.mp4
1232,yAmTu-R5MQM,1,64.21163882216301,70.58515980353921,"As the couple hurries into their dressing rooms, the maid collects their breakfast tray, glances at the newspaper, and smiles.",yAmTu-R5MQM/1232_yAmTu-R5MQM_1.mp4
1233,yAmTu-R5MQM,2,74.4929974637105,78.22056583151092,"Later, the peer drives through New York City in a convertible with the woman at the wheel.",yAmTu-R5MQM/1233_yAmTu-R5MQM_2.mp4
1234,yAmTu-R5MQM,3,125.76458252679294,127.76458252679294,She drives down a city street.,yAmTu-R5MQM/1234_yAmTu-R5MQM_3.mp4
1235,yAmTu-R5MQM,4,137.77553105440768,141.4630395794591,"Oh, she swerves into the right lane, cuts off a taxi and stops.",yAmTu-R5MQM/1235_yAmTu-R5MQM_4.mp4
1236,yAmTu-R5MQM,5,143.36988191893806,145.36988191893806,The taxi pulls up alongside.,yAmTu-R5MQM/1236_yAmTu-R5MQM_5.mp4
1280,LPPJdOGshUM,0,30.20027579104155,32.20027579104155,She heads for the stairs.,LPPJdOGshUM/1280_LPPJdOGshUM_0.mp4
1281,LPPJdOGshUM,1,36.2236756404388,38.2236756404388,She goes up.,LPPJdOGshUM/1281_LPPJdOGshUM_1.mp4
1282,LPPJdOGshUM,2,119.56831562300442,121.56831562300442,She goes off.,LPPJdOGshUM/1282_LPPJdOGshUM_2.mp4
1283,LPPJdOGshUM,3,121.99018162711684,123.99018162711684,To Margot.,LPPJdOGshUM/1283_LPPJdOGshUM_3.mp4
1364,Mlv16s4DxwI,0,4.005398264137246,6.005398264137246,"She looks uncertainly at Emmerich, who nods.",Mlv16s4DxwI/1364_Mlv16s4DxwI_0.mp4
1365,Mlv16s4DxwI,1,35.87279082287536,37.87279082287536,Angela hides her face in her hands.,Mlv16s4DxwI/1365_Mlv16s4DxwI_1.mp4
1366,Mlv16s4DxwI,2,38.50250288955776,40.50250288955776,She shakes her head.,Mlv16s4DxwI/1366_Mlv16s4DxwI_2.mp4
1367,Mlv16s4DxwI,3,43.80190744202874,45.80190744202874,Emmerich coldly watches her sob.,Mlv16s4DxwI/1367_Mlv16s4DxwI_3.mp4
1368,Mlv16s4DxwI,4,53.35122031256095,56.05089811267862,"She stands, flipping her shiny blonde hair out of her face.",Mlv16s4DxwI/1368_Mlv16s4DxwI_4.mp4
1369,Mlv16s4DxwI,5,56.610623980159,58.93048779877167,She starts away and pauses to take Emmerich's hand.,Mlv16s4DxwI/1369_Mlv16s4DxwI_5.mp4
1370,Mlv16s4DxwI,6,66.3398589695504,68.97856663053116,Angela holds onto his finger as she struggles to speak.,Mlv16s4DxwI/1370_Mlv16s4DxwI_6.mp4
1371,Mlv16s4DxwI,7,76.75675716756038,79.11560189480095,She smiles and Andrews leads Angela away.,Mlv16s4DxwI/1371_Mlv16s4DxwI_7.mp4
1372,Mlv16s4DxwI,8,79.20556807067247,81.20556807067247,Hardy faces the fireplace.,Mlv16s4DxwI/1372_Mlv16s4DxwI_8.mp4
1373,Mlv16s4DxwI,9,83.7143496024436,85.73436027776276,Emoryk stands and gives the confession back.,Mlv16s4DxwI/1373_Mlv16s4DxwI_9.mp4
1374,Mlv16s4DxwI,10,97.72748649901828,101.246762890805,"Emmerich stares at him for a moment, gives a slight smile, then exits.",Mlv16s4DxwI/1374_Mlv16s4DxwI_10.mp4
1375,Mlv16s4DxwI,11,101.84646917739111,104.68607844437932,"Janacek follows him out, staying a few steps behind.",Mlv16s4DxwI/1375_Mlv16s4DxwI_11.mp4
1376,Mlv16s4DxwI,12,105.4057259882836,107.98546253108312,Emmerich walks into a study and takes a seat at the desk.,Mlv16s4DxwI/1376_Mlv16s4DxwI_12.mp4
1377,Mlv16s4DxwI,13,108.7251002845407,111.46475850376412,A shaded table lamp casts a muted glow on the wall.,Mlv16s4DxwI/1377_Mlv16s4DxwI_13.mp4
1378,Mlv16s4DxwI,14,112.36431793364376,115.70468194993204,"On the desk next to the phone, a stack of note paper rests in a holder.",Mlv16s4DxwI/1378_Mlv16s4DxwI_14.mp4
1379,Mlv16s4DxwI,15,116.46430991294112,121.86366551317649,"As the detective watches him from the hall, Emmerich takes a slip of paper from the stack and picks up a fountain pen.",Mlv16s4DxwI/1379_Mlv16s4DxwI_15.mp4
1380,Mlv16s4DxwI,16,122.60330326663312,125.5828440004919,His brow furrows as he scribbles a letter in a looping cursive.,Mlv16s4DxwI/1380_Mlv16s4DxwI_16.mp4
1381,Mlv16s4DxwI,17,125.84271672467878,128.32250221971532,"It reads, Dearest May, forgive me.",Mlv16s4DxwI/1381_Mlv16s4DxwI_17.mp4
1382,Mlv16s4DxwI,18,132.62139678406356,135.52097667970992,"He pauses, the tip of the fountain pen hovering above the paper.",Mlv16s4DxwI/1382_Mlv16s4DxwI_18.mp4
1383,Mlv16s4DxwI,19,136.32058506182568,138.92031181417943,Emmerich sets the pen aside and folds the paper in half.,Mlv16s4DxwI/1383_Mlv16s4DxwI_19.mp4
1384,Mlv16s4DxwI,20,146.02483228927542,150.08484384946797,"As he rips it into tiny pieces, a sad expression forms on his wrinkled face.",Mlv16s4DxwI/1384_Mlv16s4DxwI_20.mp4
1385,Mlv16s4DxwI,21,150.84447181247705,154.60463022937608,"He reaches into a desk drawer, and a shadow passes over the shredded letter.",Mlv16s4DxwI/1385_Mlv16s4DxwI_21.mp4
1558,VfXFbuW47kA,0,60.17828502525614,62.17828502525614,Terry looks back at Johnny.,VfXFbuW47kA/1558_VfXFbuW47kA_0.mp4
1559,VfXFbuW47kA,1,72.92480344465157,74.92480344465157,Johnny walks over to Skins.,VfXFbuW47kA/1559_VfXFbuW47kA_1.mp4
1581,dvJqm3PFKLk,0,59.7175232603712,61.7175232603712,Four young women entered.,dvJqm3PFKLk/1581_dvJqm3PFKLk_0.mp4
1582,dvJqm3PFKLk,1,81.82002725755865,83.82002725755865,He looks the girls over.,dvJqm3PFKLk/1582_dvJqm3PFKLk_1.mp4
1732,f2SskRLd4F4,0,10.647896175976712,16.526738912001846,Aaron casts Cal a nervous reproachful glance as the latter moves ahead and pushes open the door.,f2SskRLd4F4/1732_f2SskRLd4F4_0.mp4
1733,f2SskRLd4F4,1,17.30013333416315,19.895185158794515,"Kate is within, slumped across her desk.",f2SskRLd4F4/1733_f2SskRLd4F4_1.mp4
1734,f2SskRLd4F4,2,25.384195300945816,29.62845847445721,"She comes round woozily, a decantrant glass sit on the desk next to her.",f2SskRLd4F4/1734_f2SskRLd4F4_2.mp4
